person_id,spouse_id,marriage_id,union_status,m_number,is_old_style,m_day,m_month,m_year,church_id,place_id,m_admin_division,m_civil_place_details,m_civil_place_address,date_sort
298,299,M_298,,1,1,4,2,1756,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1756-02-15
299,298,M_299,,1,,,,,,,,,,
300,301,M_300,,1,,,,,,,,,,
301,300,M_301,,1,,,,,,,,,,
302,303,M_302,,1,1,26,1,1752,RU_POG_NOV_POK,RU_NOV_STAN,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1752-02-06
303,302,M_303,,1,,,,,,,,,,
304,305,M_304,,1,,,,,,,,,,
305,304,M_305,,1,,,,,,,,,,
306,307,M_306,,1,,,,,,,,,,
307,306,M_307,,1,,,,,,,,,,
308,309,M_308,,1,,,,,,,,,,
309,308,M_309,,1,,,,,,,,,,
310,311,M_310,,1,,,,,,,,,,
311,310,M_311,,1,,,,,,,,,,
312,313,M_312,,1,,,,,,,,,,
313,312,M_313,,1,,,,,,,,,,
314,315,M_314,,1,,,,,,,,,,
315,314,M_315,,1,,,,,,,,,,
318,319,M_318,,1,1,15,2,1747,RU_TOL_RIZ,RU_TOL,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1747-02-15
319,318,M_319,,1,,,,,,,,,,
320,321,M_320,,1,1,18,1,1764,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1764-01-29
321,320,M_321,,1,,,,,,,,,,
322,323,M_322,,1,1,13,11,1755,RU_POD_MYK,RU_POD,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1755-11-24
323,322,M_323,,1,,,,,,,,,,
324,325,M_324,,1,1,28,4,1773,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1773-05-09
325,324,M_325,,1,,,,,,,,,,
326,327,M_326,,1,1,17,1,1776,RU_BAB_MYK,RU_BAB,Вишньоволоцький повіт / Тверське намісництво / Російська імперія,,,1776-01-28
327,326,M_327,,1,,,,,,,,,,
328,329,M_328,,1,,,,,,,,,,
329,328,M_329,,1,,,,,,,,,,
330,331,M_330,,1,,,,,,,,,,
331,330,M_331,,1,,,,,,,,,,
332,333,M_332,,1,1,14,2,1753,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1753-02-25
333,332,M_333,,1,,,,,,,,,,
334,335,M_334,,1,1,10,1,1753,RU_YASH_MYK,RU_YASH,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1753-01-21
335,334,M_335,,1,,,,,,,,,,
336,337,M_336,,1,1,25,5,1746,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1746-06-05
337,336,M_337,,1,,,,,,,,,,
338,339,M_338,,1,1,30,1,1738,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1738-02-10
339,338,M_339,,1,,,,,,,,,,
340,341,M_340,,1,1,,1,1751,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1751-00-00
341,340,M_341,,1,,,,,,,,,,
342,343,M_342,,1,1,25,1,1741,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1741-02-05
343,342,M_343,,1,,,,,,,,,,
344,345,M_344,,1,1,,1,1762,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1762-00-00
345,,M_345_1,,1,,,2,1756,,,,,,1756-00-00
345,344,M_345_2,,2,,,,,,,,,,
348,349,M_348,,1,1,4,11,1750,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1750-11-15
349,348,M_349,,1,,,,,,,,,,
350,351,M_350,,1,1,19,2,1766,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1766-03-02
351,350,M_351,,1,,,,,,,,,,
360,361,M_360,,1,1,10,2,1739,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1739-02-21
361,360,M_361,,1,,,,,,,,,,
362,363,M_362,,1,1,2,2,1764,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1764-02-13
363,362,M_363,,1,,,,,,,,,,
364,365,M_364,,1,,,,,,,,,,
365,364,M_365,,1,,,,,,,,,,
366,367,M_366,,1,1,6,2,1754,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1754-02-17
367,366,M_367,,1,,,,,,,,,,
368,369,M_368,,1,1,18,2,1761,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1761-03-01
369,368,M_369,,1,,,,,,,,,,
370,371,M_370,,1,,,,,,,,,,
371,370,M_371,,1,,,,,,,,,,
372,373,M_372,,1,1,23,1,1757,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1757-00-00
373,372,M_373,,1,,,,,,,,,,
374,,M_374_1,,1,,,,,,,,,,
374,375,M_374_2,,2,1,5,11,1750,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1750-11-16
375,,M_375_1,,1,,,,,,,,,,
375,374,M_375_2,,2,,,,,,,,,,
376,377,M_376,,1,1,,2,1756,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1756-00-00
377,376,M_377,,1,,,,,,,,,,
378,379,M_378,,1,1,25,1,1764,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1764-02-05
379,378,M_379,,1,,,,,,,,,,
380,381,M_380,,1,1,15,1,1741,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1741-01-26
381,380,M_381,,1,,,,,,,,,,
382,383,M_382,,1,,,,,,,,,,
383,382,M_383,,1,,,,,,,,,,
384,385,M_384,,1,,,,,,,,,,
385,384,M_385,,1,,,,,,,,,,
386,387,M_386,,1,,,,,,,,,,
387,386,M_387,,1,,,,,,,,,,
388,389,M_388,,1,,,,,,,,,,
389,388,M_389,,1,,,,,,,,,,
390,391,M_390,,1,,,,,,,,,,
391,390,M_391,,1,,,,,,,,,,
392,393,M_392,,1,,,,,,,,,,
393,392,M_393,,1,,,,,,,,,,
394,395,M_394,,1,,,,,,,,,,
395,394,M_395,,1,,,,,,,,,,
396,397,M_396_1,,1,,,,,,,,,,
396,,M_396_2,,2,,,,,,,,,,
397,396,M_397,,1,,,,,,,,,,
398,399,M_398_1,,1,1,4,2,1747,RU_VOR_RIZ_H,RU_VOR,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1747-01-26
398,,M_398_2,,2,1,9,1,1788,,,,,,1788-01-09
399,398,M_399,,1,,,,,,,,,,
400,401,M_400,,1,,,,,,,,,,
401,400,M_401,,1,,,,,,,,,,
402,403,M_402,,1,,,,,,,,,,
403,402,M_403,,1,,,,,,,,,,
404,405,M_404,,1,,,,,,,,,,
405,404,M_405,,1,,,,,,,,,,
406,407,M_406,,1,1,25,2,1755,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1755-02-25
407,406,M_407,,1,,,,,,,,,,
408,409,M_408,,1,1,20,9,1755,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1755-09-20
409,408,M_409,,1,,,,,,,,,,
410,411,M_410,,1,1,20,9,1752,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1752-10-01
411,410,M_411,,1,,,,,,,,,,
412,413,M_412,,1,,,,,,,,,,
413,412,M_413,,1,,,,,,,,,,
414,415,M_414,,1,,,,,,,,,,
415,414,M_415,,1,,,,,,,,,,
416,,M_416_1,,1,,,,,,,,,,
416,417,M_416_2,,2,,,,,,,,,,
417,416,M_417,,1,,,,,,,,,,
418,419,M_418,,1,1,21,9,1758,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1758-09-21
419,418,M_419,,1,,,,,,,,,,
424,425,M_424,,2,1,26,5,1737,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1737-05-26
425,424,M_425,,1,,,,,,,,,,
426,427,M_426,,1,1,20,9,1752,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1752-10-01
427,426,M_427,,1,,,,,,,,,,
430,431,M_430,,1,,,,,,,,,,
431,430,M_431,,1,,,,,,,,,,
432,433,M_432,,1,1,15,5,1790,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1790-05-26
433,432,M_433,,1,,,,,,,,,,
434,435,M_434,,1,1,23,9,1779,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1779-09-23
435,434,M_435,,1,,,,,,,,,,
436,437,M_436,,2,1,23,9,1771,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1771-09-23
437,436,M_437,,1,,,,,,,,,,
438,439,M_438,,1,,,,,,,,,,
439,438,M_439,,1,,,,,,,,,,
440,441,M_440,,1,,,,,,,,,,
441,440,M_441,,1,,,,,,,,,,
442,443,M_442,,1,1,21,9,1754,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1754-09-21
443,442,M_443,,1,,,,,,,,,,
444,445,M_444,,1,1,17,9,1791,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1791-09-28
445,444,M_445,,1,,,,,,,,,,
446,447,M_446,,1,1,10,7,1790,RU_LEL_TRI,RU_LEL,Єгор'євський повіт / Рязанське намісництво / Російська імперія,,,1790-07-21
447,446,M_447,,1,,,,,,,,,,
454,455,M_454_455,,,,,,,,,,,,
455,454,M_455_454,,,,,,,,,,,,
456,457,M_456_457,,,,,,,,,,,,
457,456,M_457_456,,,,,,,,,,,,
458,,M_458_1,,1,,,,,,,,,,
458,459,M_458_2,,2,,,,,,,,,,
459,458,M_459,,1,,,,,,,,,,
470,471,M_470,,1,,,,,,,,,,
471,470,M_471,,1,,,,,,,,,,
476,477,M_476,,1,,,,,,,,,,
477,476,M_477,,1,,,,,,,,,,
478,479,M_478,,1,,,,,,,,,,
479,478,M_479,,1,,,,,,,,,,
480,,M_480_1,,1,,,,1757,,,,,,1757-00-00
480,481,M_480_2,,2,,,,,,,,,,
481,480,M_481,,1,,,,,,,,,,
482,,M_482_1,,1,,,,,,,,,,
482,483,M_482_2,,2,,29,1,1782,UA_HOROD_DUH,UA_HOROD,Самбірський дистрикт / Самбірський округ / Королівство Галичини та Володимирії / Габсбурзька монархія,,,1782-01-29
483,482,M_483,,1,,,,,,,,,,
484,485,M_484,,1,,,,,,,,,,
485,484,M_485,,1,,,,,,,,,,
486,487,M_486,,1,,,,,,,,,,
487,486,M_487,,1,,,,,,,,,,
488,489,M_488,,1,,,,,,,,,,
489,488,M_489,,1,,,,,,,,,,
490,491,M_490,,1,,,,,,,,,,
491,490,M_491,,1,,,,,,,,,,
492,493,M_492,,1,,,,,,,,,,
493,492,M_493,,1,,,,,,,,,,
494,495,M_494,,1,,31,1,1787,UA_STU_YUR,UA_STU,Самбірський округ / Королівство Галичини та Володимирії / Габсбурзька монархія,,,1787-01-31
495,494,M_495,,1,,,,,,,,,,
496,497,M_496,,1,,,,,,,,,,
497,496,M_497,,1,,,,,,,,,,
500,501,M_500,,1,,,,,,,,,,
501,500,M_501,,1,,,,,,,,,,
502,503,M_502_1,,1,,,,,,,,,,
502,,M_502_2,,2,,24,11,1798,UA_HORD_DYM,UA_HORD,Самбірський округ / Королівство Галичини та Володимирії / Габсбурзька монархія,,,1798-11-24
503,502,M_503,,1,,,,,,,,,,
504,505,M_504,,1,,,,,,,,,,
505,504,M_505,,1,,,,,,,,,,
506,507,M_506,,1,,,,,,,,,,
507,506,M_507,,1,,,,,,,,,,
508,509,M_508,,1,,,,1778,,,,,,1778-00-00
509,508,M_509,,1,,,,,,,,,,
510,511,M_510_1,,1,,24,2,1788,,,,,,
510,f510_m2,M_510_2,,2,,25,4,1799,,,,,,1799-04-25
511,510,M_511,,1,,,,,,,,,,
512,513,M_512,,1,,,,,,,,,,
513,512,M_513,,1,,,,,,,,,,
514,515,M_514,,1,,,,,,,,,,
515,514,M_515,,1,,,,,,,,,,
520,521,M_520,,1,,,,,,,,,,
521,520,M_521,,1,,,,,,,,,,
522,523,M_522,,1,,,,,,,,,,
523,522,M_523,,1,,,,,,,,,,
526,527,M_526,,1,,,,,,,,,,
527,526,M_527,,1,,,,,,,,,,
528,529,M_528,,1,,,,,,,,,,
529,528,M_529,,1,,,,,,,,,,
534,535,M_534,,1,,,,,,,,,,
535,534,M_535,,1,,,,,,,,,,
558,559,M_558,,1,,,,,,,,,,
559,558,M_559,,1,,,,,,,,,,
560,561,M_560,,1,,,,,,,,,,
561,560,M_561,,1,,,,,,,,,,
564,565,M_564,,1,,,,,,,,,,
565,564,M_565,,1,,,,,,,,,,
566,567,M_566,,1,,,,,,,,,,
567,566,M_567,,1,,,,,,,,,,
572,573,M_572,,1,1,31,1,1725,RU_TOL_RIZ,RU_TOL,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Санкт-Петербурзька губернія / Російська імперія,,,1725-02-11
573,572,M_573,,1,,,,,,,,,,
574,575,M_574,,1,,,,,,,,,,
575,574,M_575,,1,,,,,,,,,,
576,577,M_576,,1,,,,,,,,,,
577,576,M_577,,1,,,,,,,,,,
580,581,M_580,,1,,,,,,,,,,
581,580,M_581,,1,,,,,,,,,,
582,583,M_582,,1,,,,,,,,,,
583,582,M_583,,1,,,,,,,,,,
584,585,M_584,,1,1,26,7,1733,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1733-08-06
585,584,M_585,,1,,,,,,,,,,
586,587,M_586,,1,,,,,,,,,,
587,586,M_587,,1,,,,,,,,,,
588,589,M_588_1,,1,1,25,1,1731,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1731-02-05
588,,M_588_2,,2,,,,,,,,,,
589,588,M_589,,1,,,,,,,,,,
590,,M_590_1,,1,1,3,2,1731,,,,,,1731-02-03
590,591,M_590_2,,2,1,14,11,1738,RU_KRE_PET,RU_NAZ,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1738-11-25
591,,M_591_1,,1,,,,,,,,,,
591,590,M_591_2,,2,,,,,,,,,,
592,593,M_592,,1,,,,,,,,,,
593,592,M_593,,1,,,,,,,,,,
594,595,M_594,,1,,,,,,,,,,
595,594,M_595,,1,,,,,,,,,,
596,597,M_596,,1,,,,,,,,,,
597,596,M_597,,1,,,,,,,,,,
598,599,M_598,,1,,,,,,,,,,
599,598,M_599,,1,,,,,,,,,,
600,601,M_600,,1,,,,,,,,,,
601,600,M_601,,1,,,,,,,,,,
602,603,M_602,,1,,,,,,,,,,
603,602,M_603,,1,,,,,,,,,,
604,605,M_604,,1,,,,,,,,,,
605,604,M_605,,1,,,,,,,,,,
606,607,M_606,,1,,,,,,,,,,
607,606,M_607,,1,,,,,,,,,,
610,611,M_610,,1,,,,,,,,,,
611,610,M_611,,1,,,,,,,,,,
616,617,M_616,,1,,,,,,,,,,
617,616,M_617_1,,1,,,,,,,,,,
617,,M_617_2,,2,,,,,,,,,,
622,623,M_622,,1,,,,,,,,,,
623,622,M_623,,1,,,,,,,,,,
624,625,M_624,,1,,,,,,,,,,
625,624,M_625,,1,,,,,,,,,,
628,629,M_628,,1,,,,,,,,,,
629,628,M_629,,1,,,,,,,,,,
636,637,M_636,,1,,,,,,,,,,
637,636,M_637,,1,,,,,,,,,,
638,639,M_638,,1,,,,,,,,,,
639,638,M_639,,1,,,,,,,,,,
640,641,M_640,,1,,,,,,,,,,
641,640,M_641,,1,,,,,,,,,,
642,643,M_642,,1,1,23,1,1743,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1743-02-03
643,642,M_643,,1,,,,,,,,,,
644,645,M_644,,1,,,,,,,,,,
645,644,M_645,,1,,,,,,,,,,
646,647,M_646,,1,,,,,,,,,,
647,646,M_647,,1,,,,,,,,,,
648,649,M_648,,1,,,,,,,,,,
649,648,M_649,,1,,,,,,,,,,
650,,M_650_1,,1,,28,2,1745,,,,,,1745-02-28
650,651,M_650_2,,2,1,14,11,1745,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1745-11-14
651,650,M_651_1,,1,,,,,,,,,,
651,,M_651_2,,2,,,,,,,,,,
652,653,M_652,,1,,,,,,,,,,
653,652,M_653,,1,,,,,,,,,,
654,,M_654_1,,1,,,,1731,,,,,,1731-00-00
654,655,M_654_2,,2,1,7,1,1746,RU_BAB_MYK,RU_BAB,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1746-01-18
655,654,M_655,,1,,,,,,,,,,
656,,M_656,,1,,,,,,,,,,
658,659,M_658,,1,,,,,,,,,,
659,658,M_659,,1,,,,,,,,,,
660,661,M_660,,1,,,,,,,,,,
661,660,M_661,,1,,,,,,,,,,
662,663,M_662,,1,,,,,,,,,,
663,662,M_663,,1,,,,,,,,,,
664,665,M_664,,1,,,,,,,,,,
665,664,M_665,,1,,,,,,,,,,
666,667,M_666,,1,,,,,,,,,,
667,666,M_667,,1,,,,,,,,,,
668,669,M_668,,1,,,,,,,,,,
669,668,M_669,,1,,,,,,,,,,
670,671,M_670_1,,1,,,,,,,,,,
670,,M_670_2,,2,1,28,1,1740,,,,,,1740-01-28
671,670,M_671,,1,,,,,,,,,,
674,675,M_674,,1,,,,,,,,,,
675,674,M_675,,1,,,,,,,,,,
676,677,M_676,,1,,,,,,,,,,
677,676,M_677,,1,,,,,,,,,,
678,679,M_678,,1,,,,,,,,,,
679,678,M_679,,1,,,,,,,,,,
680,681,M_680,,1,,,,,,,,,,
681,680,M_681,,1,,,,,,,,,,
682,683,M_682,,1,,,,,,,,,,
683,682,M_683,,1,,,,,,,,,,
684,,M_684,,1,,,,,,,,,,
686,687,M_686,,1,,,,,,,,,,
687,686,M_687,,1,,,,,,,,,,
688,689,M_688,,1,,,,,,,,,,
689,688,M_689,,1,,,,,,,,,,
690,691,M_690,,1,,,,,,,,,,
691,690,M_691,,1,,,,,,,,,,
698,699,M_698,,1,,,,,,,,,,
699,698,M_699,,1,,,,,,,,,,
700,701,M_700,,1,1,16,2,1738,RU_OSE_TRI,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1738-02-27
701,700,M_701,,1,,,,,,,,,,
702,703,M_702,,1,1,6,2,1743,RU_OVS_MYK,RU_OVS,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1743-02-17
703,,M_703_1,,1,,,,,,,,,,
703,702,M_703_2,,2,,,,,,,,,,
720,721,M_720,,1,,,,,,,,,,
721,720,M_721,,1,,,,,,,,,,
722,723,M_722,,1,,,,,,,,,,
723,722,M_723,,1,,,,,,,,,,
724,725,M_724,,1,1,18,2,1731,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1731-03-01
725,724,M_725,,1,,,,,,,,,,
726,727,M_726,,1,1,10,2,1737,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1737-03-03
727,726,M_727,,1,,,,,,,,,,
732,733,M_732,,1,,,,,,,,,,
733,732,M_733,,1,,,,,,,,,,
734,735,M_734,,1,,,2,1725,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Санкт-Петербурзька губернія / Російська імперія,,,1725-00-00
735,734,M_735,,1,,,,,,,,,,
738,739,M_738,,1,1,11,2,1729,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1729-02-22
739,738,M_739,,1,,,,,,,,,,
740,741,M_740,,1,1,3,2,1744,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1744-02-14
741,740,M_741,,1,,,,,,,,,,
742,743,M_742,,1,,,,,,,,,,
743,742,M_743,,1,,,,,,,,,,
744,745,M_744,,1,,,,,,,,,,
745,744,M_745,,1,,,,,,,,,,
746,747,M_746,,1,1,18,1,1725,RU_KOZ_S_VVE,RU_KOZ_S,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Санкт-Петербурзька губернія / Російська імперія,,,1725-01-29
747,746,M_747,,1,,,,,,,,,,
748,749,M_748,,1,,,,,,,,,,
749,748,M_749,,1,,,,,,,,,,
750,751,M_750,,1,,,,,,,,,,
751,750,M_751,,1,,,,,,,,,,
752,753,M_752,,1,1,14,1,1740,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1740-01-25
753,752,M_753,,1,,,,,,,,,,
754,755,M_754,,1,,,,,,,,,,
755,754,M_755,,1,,,,,,,,,,
756,757,M_756,,1,,,,,,,,,,
757,756,M_757_1,,1,,,,,,,,,,
757,,M_757_2,,2,1,2,2,1752,,,,,,1752-02-02
758,759,M_758,,1,1,3,2,1745,RU_OSE_VOS,RU_OSE,Тверська половина / Бежецька п'ятина / Новгородський повіт / Новгородська провінція / Новгородська губернія / Російська імперія,,,1745-02-14
759,758,M_759,,1,,,,,,,,,,
760,761,M_760,,1,,,,,,,,,,
761,760,M_761,,1,,,,,,,,,,
762,763,M_762,,1,,,,,,,,,,
763,762,M_763,,1,,,,,,,,,,
772,,M_772_1,,1,,,,,,,,,,
772,,M_772_2,,2,,,,,,,,,,
774,775,M_774,,1,,,,,,,,,,
775,774,M_775,,1,,,,,,,,,,
776,777,M_776,,1,,,,,,,,,,
777,776,M_777,,1,,,,,,,,,,
778,779,M_778,,1,,,,,,,,,,
779,778,M_779,,1,,,,,,,,,,
780,781,M_780,,1,,,,,,,,,,
781,780,M_781,,1,,,,,,,,,,
782,783,M_782,,1,,,,,,,,,,
783,782,M_783,,1,,,,,,,,,,
784,785,M_784,,1,,,,,,,,,,
785,784,M_785,,1,,,,,,,,,,
792,793,M_792,,1,,,,,,,,,,
793,792,M_793,,1,,,,,,,,,,
796,797,M_796,,1,,,,,,,,,,
797,796,M_797,,1,,,,,,,,,,
798,,M_798_1,,1,,,,,,,,,,
798,799,M_798_2,,2,,,,,,,,,,
799,798,M_799,,1,,,,,,,,,,
800,801,M_800,,1,,,,,,,,,,
801,800,M_801,,1,,,,,,,,,,
808,809,M_808,,1,,,,,,,,,,
809,808,M_809,,1,,,,,,,,,,
812,,M_812_1,,1,,,,,,,,,,
812,813,M_812_2,,2,,,,,,,,,,
813,812,M_813,,1,,,,,,,,,,
814,815,M_814,,1,,,,,,,,,,
815,814,M_815,,1,,,,,,,,,,
816,817,M_816,,1,,,,,,,,,,
817,816,M_817,,1,,,,,,,,,,
820,821,M_820,,1,,,,,,,,,,
821,820,M_821,,1,,,,,,,,,,
822,823,M_822,,1,,,,,,,,,,
823,822,M_823,,1,,,,,,,,,,
824,825,M_824_825,,,,,,,,,,,,
825,824,M_825_824,,,,,,,,,,,,
826,827,M_826,,1,,,,,,,,,,
827,826,M_827,,1,,,,,,,,,,
830,831,M_830,,1,,,,,,,,,,
831,830,M_831,,1,,,,,,,,,,
832,833,M_832,,1,,,,,,,,,,
833,832,M_833,,1,,,,,,,,,,
834,835,M_834,,1,,,,,,,,,,
835,834,M_835,,1,,,,,,,,,,
836,,M_836_1,,1,,,,,,,,,,
836,837,M_836_2,,2,,,,,,,,,,
837,836,M_837,,1,,,,,,,,,,
838,839,M_838,,1,,,,,,,,,,
839,838,M_839,,1,,,,,,,,,,
848,849,M_848,,1,,,,,,,,,,
849,848,M_849,,1,,,,,,,,,,
850,851,M_850,,1,,,,,,,,,,
851,850,M_851,,1,,,,,,,,,,
852,853,M_852,,1,,,,,,,,,,
853,852,M_853,,1,,,,,,,,,,
854,855,M_854,,1,,,,,,,,,,
855,854,M_855,,1,,,,,,,,,,
860,861,M_860,,1,,,,,,,,,,
861,860,M_861,,1,,,,,,,,,,
862,863,M_862,,1,,,,,,,,,,
863,862,M_863,,1,,,,,,,,,,
864,865,M_864,,1,1,25,5,1758,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1758-05-25
865,864,M_865,,1,,,,,,,,,,
866,867,M_866,,1,1,26,5,1770,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1770-05-26
867,866,M_867,,1,,,,,,,,,,
868,869,M_868,,1,,,,,,,,,,
869,868,M_869,,1,,,,,,,,,,
870,871,M_870,,1,1,29,10,1750,RU_LEL_TRI,RU_LEL,Мещерська волость / Коломенський повіт / Московська провінція / Московська губернія / Російська імперія,,,1750-10-29
871,870,M_871,,1,,,,,,,,,,
872,873,M_872,,1,,,,,,,,,,
873,872,M_873,,1,,,,,,,,,,
874,875,M_874,,1,,,,,,,,,,
875,874,M_875,,1,,,,,,,,,,
876,877,M_876,,1,,,,,,,,,,
877,876,M_877,,1,,,,,,,,,,
878,879,M_878,,1,,,,,,,,,,
879,878,M_879,,1,,,,,,,,,,
880,881,M_880,,1,,,,,,,,,,
881,880,M_881,,1,,,,,,,,,,
